CID,CNm,LID_Lane,LAT,LAD,VID
C5089,R-00139760,,0.0,0.0,
C5090,TRK-71-KT,,0.0,0.0,
C5091,TRK-71-MF,,0.0,0.0,
C5092,TRK-93-DO,,0.0,0.0,
C5093,TRK-92-SV,,0.0,0.0,
C5094,R-00193225,,0.0,0.0,
C5095,TRK-76-TV,,0.0,0.0,
C5096,TRK-52-GG,,0.0,0.0,
C5097,R-00126607,,0.0,0.0,
C5098,TRK-85-NH,,0.0,0.0,
C5099,R-00126758,,0.0,0.0,
C5100,TRK-38-IN,,0.0,0.0,
C5101,R-00127052,,0.0,0.0,
C5102,TRK-35-QY,,0.0,0.0,
C5103,R-00127564,,0.0,0.0,
C5104,TRK-52-IS,,0.0,0.0,
C5105,TRK-77-HT,,0.0,0.0,
C5106,TRK-18-GG,,0.0,0.0,
C5107,TRK-12-LR,,0.0,0.0,
C5108,R-00128466,,0.0,0.0,
C5109,TRK-63-AB,,0.0,0.0,
C5110,R-00129441,,0.0,0.0,
C5111,TRK-48-NM,,0.0,0.0,
C5112,TRK-22-IN,,0.0,0.0,
C5113,TRK-26-MN,,0.0,0.0,
C5114,R-00170762,,0.0,0.0,
C5115,TRK-86-UP,,0.0,0.0,
C5116,TRK-34-CP,,0.0,0.0,
C5117,R-00172437,,0.0,0.0,
C5118,TRK-78-FC,,0.0,0.0,
C5119,R-00172574,,0.0,0.0,
C5120,TRK-17-MH,,0.0,0.0,
C5121,TRK-87-EK,,0.0,0.0,
C5122,R-00172934,,0.0,0.0,
C5123,TRK-25-GD,,0.0,0.0,
C5124,R-00191755,,0.0,0.0,
C5125,R-00192636,,0.0,0.0,
C5126,TRK-81-CZ,,0.0,0.0,
C5127,R-00192975,,0.0,0.0,
C5128,TRK-24-DM,,0.0,0.0,
C5129,TRK-20-QF,,0.0,0.0,
C5130,TRK-86-ZL,,0.0,0.0,
C5131,R-00170981,,0.0,0.0,
C5132,TRK-8-FY,,0.0,0.0,
C5133,TRK-62-XH,,0.0,0.0,
C5134,R-00171238,,0.0,0.0,
C5135,TRK-67-CI,,0.0,0.0,
C5136,R-00171342,,0.0,0.0,
C5137,TRK-72-CM,,0.0,0.0,
C5138,TRK-5-IN,,0.0,0.0,
C5139,R-00171467,,0.0,0.0,
C5140,TRK-98-XQ,,0.0,0.0,
C5141,R-00172373,,0.0,0.0,
C5142,TRK-14-TZ,,0.0,0.0,
C5143,TRK-25-EA,,0.0,0.0,
C5144,R-00173490,,0.0,0.0,
C5145,TRK-42-SQ,,0.0,0.0,
C5146,TRK-82-HL,,0.0,0.0,
C5147,TRK-7-AQ,,0.0,0.0,
C5148,TRK-97-MT,,0.0,0.0,
C5149,TRK-45-IO,,0.0,0.0,
C5150,TRK-63-AP,,0.0,0.0,
C5151,TRK-58-RL,,0.0,0.0,
C5152,R-00194262,,0.0,0.0,
C5153,TRK-24-QJ,,0.0,0.0,
C5154,R-00195436,,0.0,0.0,
C5155,TRK-0-LA,,0.0,0.0,
C5156,TRK-23-NS,,0.0,0.0,
C5157,R-00196193,,0.0,0.0,
C5158,TRK-74-XF,,0.0,0.0,
C5159,TRK-49-DG,,0.0,0.0,
C5160,TRK-12-NI,,0.0,0.0,
C5161,TRK-90-IP,,0.0,0.0,
C5162,TRK-97-HJ,,0.0,0.0,
C5163,TRK-53-LE,,0.0,0.0,
C5164,TRK-81-TU,,0.0,0.0,
C5165,R-00195910,,0.0,0.0,
C5166,TRK-88-AV,,0.0,0.0,
C5167,R-00196079,,0.0,0.0,
C5168,TRK-59-NB,,0.0,0.0,
C5169,TRK-13-ZS,,0.0,0.0,
C5170,TRK-6-TL,,0.0,0.0,
C5171,R-00181772,,0.0,0.0,
C5172,TRK-8-GX,,0.0,0.0,
C5173,R-00182121,,0.0,0.0,
C5174,TRK-60-RK,,0.0,0.0,
C5175,TRK-67-OS,,0.0,0.0,
C5176,TRK-11-LJ,,0.0,0.0,
C5177,R-00183024,,0.0,0.0,
C5178,TRK-72-KT,,0.0,0.0,
C5179,TRK-31-NA,,0.0,0.0,
C5180,TRK-34-QA,,0.0,0.0,
C5181,R-00195831,,0.0,0.0,
C5182,TRK-9-ZR,,0.0,0.0,
C5183,R-00196202,,0.0,0.0,
C5184,TRK-83-GG,,0.0,0.0,
C5185,R-00196623,,0.0,0.0,
C5186,TRK-39-FF,,0.0,0.0,
C5187,R-00196961,,0.0,0.0,
C5188,TRK-54-WR,,0.0,0.0,
C5189,R-00197880,,0.0,0.0,
C5190,TRK-78-US,,0.0,0.0,
C5191,TRK-47-FZ,,0.0,0.0,
C5192,TRK-27-BG,,0.0,0.0,
C5193,R-00172473,,0.0,0.0,
C5194,TRK-15-PD,,0.0,0.0,
C5195,TRK-14-JH,,0.0,0.0,
C5196,TRK-68-MC,,0.0,0.0,
C5197,TRK-61-AG,,0.0,0.0,
C5198,TRK-44-EJ,,0.0,0.0,
C5199,R-00173559,,0.0,0.0,
C5200,TRK-12-JT,,0.0,0.0,
C5201,TRK-19-LX,,0.0,0.0,
C5202,TRK-13-SU,,0.0,0.0,
C5203,R-00174975,,0.0,0.0,
C5204,TRK-42-VV,,0.0,0.0,
C5205,R-00175204,,0.0,0.0,
C5206,TRK-73-QE,,0.0,0.0,
C5207,R-00175262,,0.0,0.0,
C5208,TRK-55-AC,,0.0,0.0,
C5209,TRK-70-KG,,0.0,0.0,
C5210,R-00197075,,0.0,0.0,
C5211,TRK-65-VN,,0.0,0.0,
C5212,TRK-79-PD,,0.0,0.0,
C5213,TRK-91-UV,,0.0,0.0,
C5214,TRK-68-SY,,0.0,0.0,
C5215,TRK-3-VD,,0.0,0.0,
C5216,R-00196834,,0.0,0.0,
C5217,TRK-22-OE,,0.0,0.0,
C5218,R-00196958,,0.0,0.0,
C5219,TRK-47-IJ,,0.0,0.0,
C5220,TRK-75-KK,,0.0,0.0,
C5221,TRK-56-YR,,0.0,0.0,
C5222,TRK-26-PU,,0.0,0.0,
C5223,TRK-77-JA,,0.0,0.0,
C5224,R-00198203,,0.0,0.0,
C5225,TRK-5-FF,,0.0,0.0,
C5226,TRK-8-IF,,0.0,0.0,
C5227,TRK-63-LH,,0.0,0.0,
C5228,TRK-5-AJ,,0.0,0.0,
C5229,TRK-87-ZP,,0.0,0.0,
C5230,R-00198692,,0.0,0.0,
C5231,TRK-98-AY,,0.0,0.0,
C5232,R-00200543,,0.0,0.0,
C5233,TRK-68-FR,,0.0,0.0,
C5234,TRK-56-FO,,0.0,0.0,
C5235,R-00178374,,0.0,0.0,
C5236,TRK-95-IX,,0.0,0.0,
C5237,TRK-3-FF,,0.0,0.0,
C5238,TRK-80-LQ,,0.0,0.0,
C5239,R-00179586,,0.0,0.0,
C5240,TRK-11-PR,,0.0,0.0,
C5241,TRK-62-PM,,0.0,0.0,
C5242,TRK-40-KH,,0.0,0.0,
C5243,R-00183397,,0.0,0.0,
C5244,TRK-49-TH,,0.0,0.0,
C5245,R-00183483,,0.0,0.0,
C5246,TRK-36-BL,,0.0,0.0,
C5247,R-00184010,,0.0,0.0,
C5248,TRK-68-IF,,0.0,0.0,
C5249,TRK-54-AU,,0.0,0.0,
C5250,TRK-40-CB,,0.0,0.0,
C5251,R-00184855,,0.0,0.0,
C5252,TRK-22-VL,,0.0,0.0,
C5253,R-00185037,,0.0,0.0,
C5254,TRK-6-VS,,0.0,0.0,
C5255,R-00201081,,0.0,0.0,
C5256,TRK-12-XL,,0.0,0.0,
C5257,TRK-23-YT,,0.0,0.0,
C5258,R-00201561,,0.0,0.0,
C5259,R-00201572,,0.0,0.0,
C5260,TRK-8-UE,,0.0,0.0,
C5261,R-00201656,,0.0,0.0,
C5262,TRK-42-XJ,,0.0,0.0,
C5263,TRK-78-HL,,0.0,0.0,
C5264,TRK-68-YD,,0.0,0.0,
C5265,R-00199084,,0.0,0.0,
C5266,TRK-94-CN,,0.0,0.0,
C5267,R-00199125,,0.0,0.0,
C5268,TRK-36-RO,,0.0,0.0,
C5269,TRK-23-PZ,,0.0,0.0,
C5270,TRK-7-PG,,0.0,0.0,
C5271,TRK-31-TW,,0.0,0.0,
C5272,R-00200498,,0.0,0.0,
C5273,TRK-5-KW,,0.0,0.0,
C5274,TRK-73-VC,,0.0,0.0,
C5275,TRK-22-WE,,0.0,0.0,
C5276,R-00119294,,0.0,0.0,
C5277,TRK-98-GM,,0.0,0.0,
C5278,TRK-82-NB,,0.0,0.0,
C5279,TRK-77-ZB,,0.0,0.0,
C5280,TRK-0-VR,,0.0,0.0,
C5281,TRK-14-JS,,0.0,0.0,
C5282,R-00180462,,0.0,0.0,
C5283,TRK-84-WY,,0.0,0.0,
C5284,TRK-53-SQ,,0.0,0.0,
C5285,TRK-93-HL,,0.0,0.0,
C5286,TRK-2-FT,,0.0,0.0,
C5287,R-00182261,,0.0,0.0,
C5288,TRK-2-BQ,,0.0,0.0,
C5289,TRK-59-EC,,0.0,0.0,
C5290,TRK-31-XE,,0.0,0.0,
C5291,R-00129978,,0.0,0.0,
C5292,TRK-90-EH,,0.0,0.0,
C5293,R-00130022,,0.0,0.0,
C5294,TRK-35-WI,,0.0,0.0,
C5295,TRK-49-QY,,0.0,0.0,
C5296,R-00131045,,0.0,0.0,
C5297,TRK-68-FW,,0.0,0.0,
C5298,TRK-76-EX,,0.0,0.0,
C5299,TRK-87-PX,,0.0,0.0,
C5300,R-00131888,,0.0,0.0,
C5301,TRK-20-QC,,0.0,0.0,
C5302,R-00131912,,0.0,0.0,
C5303,TRK-44-OD,,0.0,0.0,
C5304,TRK-28-TG,,0.0,0.0,
C5305,R-00199864,,0.0,0.0,
C5306,TRK-82-CR,,0.0,0.0,
C5307,TRK-38-AX,,0.0,0.0,
C5308,R-00200296,,0.0,0.0,
C5309,TRK-68-QC,,0.0,0.0,
C5310,R-00175894,,0.0,0.0,
C5311,TRK-70-EF,,0.0,0.0,
C5312,TRK-48-EB,,0.0,0.0,
C5313,TRK-11-OD,,0.0,0.0,
C5314,TRK-78-OR,,0.0,0.0,
C5315,R-00177053,,0.0,0.0,
C5316,TRK-41-TX,,0.0,0.0,
C5317,TRK-70-WY,,0.0,0.0,
C5318,R-00201283,,0.0,0.0,
C5319,R-00201604,,0.0,0.0,
C5320,TRK-40-AG,,0.0,0.0,
C5321,TRK-73-YH,,0.0,0.0,
C5322,TRK-30-CK,,0.0,0.0,
C5323,TRK-18-BV,,0.0,0.0,
C5324,TRK-45-IL,,0.0,0.0,
C5325,R-00203490,,0.0,0.0,
C5326,TRK-45-OA,,0.0,0.0,
C5327,TRK-80-KI,,0.0,0.0,
C5328,TRK-67-IT,,0.0,0.0,
C5329,R-00187370,,0.0,0.0,
C5330,TRK-62-OE,,0.0,0.0,
C5331,R-00187763,,0.0,0.0,
C5332,TRK-59-RT,,0.0,0.0,
C5333,TRK-91-IG,,0.0,0.0,
C5334,TRK-22-VQ,,0.0,0.0,
C5335,TRK-95-WI,,0.0,0.0,
C5336,TRK-9-JJ,,0.0,0.0,
C5337,TRK-82-FF,,0.0,0.0,
C5338,R-00183344,,0.0,0.0,
C5339,TRK-95-SF,,0.0,0.0,
C5340,TRK-36-GH,,0.0,0.0,
C5341,TRK-67-GM,,0.0,0.0,
C5342,R-00184102,,0.0,0.0,
C5343,TRK-61-WI,,0.0,0.0,
C5344,R-00184568,,0.0,0.0,
C5345,TRK-32-UA,,0.0,0.0,
C5346,TRK-45-HB,,0.0,0.0,
C5347,TRK-68-LF,,0.0,0.0,
C5348,TRK-43-ST,,0.0,0.0,
C5349,R-00123134,,0.0,0.0,
C5350,TRK-77-YD,,0.0,0.0,
C5351,TRK-94-PE,,0.0,0.0,
C5352,R-00123417,,0.0,0.0,
C5353,TRK-63-VO,,0.0,0.0,
C5354,R-00123710,,0.0,0.0,
C5355,R-00177705,,0.0,0.0,
C5356,TRK-0-VW,,0.0,0.0,
C5357,TRK-87-PL,,0.0,0.0,
C5358,TRK-63-CW,,0.0,0.0,
C5359,R-00178778,,0.0,0.0,
C5360,TRK-83-CM,,0.0,0.0,
C5361,R-00179363,,0.0,0.0,
C5362,TRK-74-PI,,0.0,0.0,
C5363,R-00179431,,0.0,0.0,
C5364,TRK-43-FL,,0.0,0.0,
C5365,TRK-2-GR,,0.0,0.0,
C5366,TRK-5-JR,,0.0,0.0,
C5367,TRK-17-VR,,0.0,0.0,
C5368,R-00179697,,0.0,0.0,
C5369,TRK-9-TG,,0.0,0.0,
C5370,R-00185239,,0.0,0.0,
C5371,TRK-10-PA,,0.0,0.0,
C5372,R-00185285,,0.0,0.0,
C5373,TRK-13-II,,0.0,0.0,
C5374,TRK-5-BX,,0.0,0.0,
C5375,TRK-80-JL,,0.0,0.0,
C5376,TRK-29-QY,,0.0,0.0,
C5377,TRK-8-QB,,0.0,0.0,
C5378,TRK-55-GH,,0.0,0.0,
C5379,TRK-39-AE,,0.0,0.0,
C5380,TRK-65-AF,,0.0,0.0,
C5381,TRK-10-NK,,0.0,0.0,
C5382,TRK-92-RN,,0.0,0.0,
C5383,R-00133006,,0.0,0.0,
C5384,TRK-49-QT,,0.0,0.0,
C5385,TRK-9-ZH,,0.0,0.0,
C5386,TRK-19-UT,,0.0,0.0,
C5387,R-00134419,,0.0,0.0,
C5388,TRK-76-ZV,,0.0,0.0,
C5389,R-00150887,,0.0,0.0,
C5390,TRK-11-JF,,0.0,0.0,
C5391,TRK-96-QI,,0.0,0.0,
C5392,TRK-87-CM,,0.0,0.0,
C5393,TRK-38-AO,,0.0,0.0,
C5394,TRK-88-OX,,0.0,0.0,
C5395,TRK-78-KM,,0.0,0.0,
C5396,TRK-15-UN,,0.0,0.0,
C5397,R-00151915,,0.0,0.0,
C5398,TRK-76-EJ,,0.0,0.0,
C5399,TRK-56-IE,,0.0,0.0,
C5400,TRK-11-KG,,0.0,0.0,
C5401,R-00188906,,0.0,0.0,
C5402,TRK-14-QL,,0.0,0.0,
C5403,TRK-16-XC,,0.0,0.0,
C5404,TRK-84-DN,,0.0,0.0,
C5405,TRK-92-LN,,0.0,0.0,
C5406,TRK-53-EB,,0.0,0.0,
C5407,TRK-23-QH,,0.0,0.0,
C5408,R-00125672,,0.0,0.0,
C5409,TRK-41-OX,,0.0,0.0,
C5410,R-00125674,,0.0,0.0,
C5411,TRK-43-QX,,0.0,0.0,
C5412,TRK-70-XN,,0.0,0.0,
C5413,TRK-33-SB,,0.0,0.0,
C5414,R-00126671,,0.0,0.0,
C5415,TRK-50-ZJ,,0.0,0.0,
C5416,TRK-6-BS,,0.0,0.0,
C5417,R-00180305,,0.0,0.0,
C5418,TRK-26-VS,,0.0,0.0,
C5419,R-00180463,,0.0,0.0,
C5420,TRK-85-XY,,0.0,0.0,
C5421,TRK-37-WA,,0.0,0.0,
C5422,TRK-7-IH,,0.0,0.0,
C5423,TRK-21-MP,,0.0,0.0,
C5424,TRK-51-QQ,,0.0,0.0,
C5425,TRK-57-RU,,0.0,0.0,
C5426,TRK-10-NT,,0.0,0.0,
C5427,TRK-57-IV,,0.0,0.0,
C5428,TRK-47-TY,,0.0,0.0,
C5429,TRK-18-SJ,,0.0,0.0,
C5430,TRK-19-TJ,,0.0,0.0,
C5431,TRK-33-DH,,0.0,0.0,
C5432,TRK-83-DV,,0.0,0.0,
C5433,R-00184487,,0.0,0.0,
C5434,TRK-50-RX,,0.0,0.0,
C5435,TRK-54-GZ,,0.0,0.0,
C5436,TRK-0-KM,,0.0,0.0,
C5437,R-00190394,,0.0,0.0,
C5438,TRK-33-IO,,0.0,0.0,
C5439,TRK-77-GL,,0.0,0.0,
C5440,R-00134825,,0.0,0.0,
C5441,R-00135574,,0.0,0.0,
C5442,TRK-43-KO,,0.0,0.0,
C5443,R-00135820,,0.0,0.0,
C5444,TRK-91-WX,,0.0,0.0,
C5445,TRK-3-HY,,0.0,0.0,
C5446,R-00135843,,0.0,0.0,
C5447,TRK-15-TY,,0.0,0.0,
C5448,TRK-47-FP,,0.0,0.0,
C5449,TRK-72-EQ,,0.0,0.0,
C5450,TRK-61-EB,,0.0,0.0,
C5451,R-00136643,,0.0,0.0,
C5452,TRK-11-RK,,0.0,0.0,
C5453,R-00136842,,0.0,0.0,
C5454,TRK-75-AP,,0.0,0.0,
C5455,TRK-58-ES,,0.0,0.0,
C5456,TRK-39-RG,,0.0,0.0,
C5457,R-00159623,,0.0,0.0,
C5458,TRK-35-JD,,0.0,0.0,
C5459,R-00159802,,0.0,0.0,
C5460,TRK-16-GK,,0.0,0.0,
C5461,TRK-38-IA,,0.0,0.0,
C5462,R-00160556,,0.0,0.0,
C5463,TRK-77-GN,,0.0,0.0,
C5464,R-00160605,,0.0,0.0,
C5465,TRK-50-SP,,0.0,0.0,
C5466,TRK-62-AN,,0.0,0.0,
C5467,TRK-76-PG,,0.0,0.0,
C5468,R-00192098,,0.0,0.0,
C5469,TRK-38-KE,,0.0,0.0,
C5470,R-00192593,,0.0,0.0,
C5471,TRK-38-LX,,0.0,0.0,
C5472,TRK-73-HW,,0.0,0.0,
C5473,R-00184898,,0.0,0.0,
C5474,TRK-65-MN,,0.0,0.0,
C5475,TRK-32-LB,,0.0,0.0,
C5476,TRK-30-UM,,0.0,0.0,
C5477,TRK-60-OV,,0.0,0.0,
C5478,TRK-46-RG,,0.0,0.0,
C5479,TRK-47-JH,,0.0,0.0,
C5480,R-00194883,,0.0,0.0,
C5481,TRK-51-NH,,0.0,0.0,
C5482,R-00194965,,0.0,0.0,
C5483,TRK-34-RK,,0.0,0.0,
C5484,TRK-82-FG,,0.0,0.0,
C5485,TRK-74-SJ,,0.0,0.0,
C5486,R-00196296,,0.0,0.0,
C5487,TRK-78-WJ,,0.0,0.0,
C5488,R-00196486,,0.0,0.0,
C5489,R-00159772,,0.0,0.0,
C5490,TRK-85-CJ,,0.0,0.0,
C5491,TRK-6-WJ,,0.0,0.0,
C5492,R-00160092,,0.0,0.0,
C5493,TRK-9-KV,,0.0,0.0,
C5494,TRK-14-PV,,0.0,0.0,
C5495,R-00160406,,0.0,0.0,
C5496,TRK-26-MH,,0.0,0.0,
C5497,TRK-8-FS,,0.0,0.0,
C5498,R-00160798,,0.0,0.0,
C5499,TRK-22-OW,,0.0,0.0,
C5500,TRK-5-SZ,,0.0,0.0,
C5501,R-00196562,,0.0,0.0,
C5502,TRK-47-CU,,0.0,0.0,
C5503,TRK-92-VV,,0.0,0.0,
C5504,TRK-20-WW,,0.0,0.0,
C5505,TRK-94-IH,,0.0,0.0,
C5506,TRK-57-IR,,0.0,0.0,
C5507,R-00197265,,0.0,0.0,
C5508,TRK-57-DV,,0.0,0.0,
C5509,R-00197379,,0.0,0.0,
C5510,TRK-72-NZ,,0.0,0.0,
C5511,TRK-81-HL,,0.0,0.0,
C5512,R-00197745,,0.0,0.0,
C5513,TRK-42-PN,,0.0,0.0,
C5514,R-00197844,,0.0,0.0,
C5515,TRK-27-QU,,0.0,0.0,
C5516,R-00198403,,0.0,0.0,
C5517,TRK-7-XM,,0.0,0.0,
C5518,R-00173856,,0.0,0.0,
C5519,TRK-12-UE,,0.0,0.0,
C5520,TRK-61-MK,,0.0,0.0,
C5521,TRK-73-UH,,0.0,0.0,
C5522,TRK-3-DY,,0.0,0.0,
C5523,TRK-92-JF,,0.0,0.0,
C5524,R-00175434,,0.0,0.0,
C5525,TRK-6-MN,,0.0,0.0,
C5526,R-00175644,,0.0,0.0,
C5527,R-00186374,,0.0,0.0,
C5528,TRK-56-GS,,0.0,0.0,
C5529,R-00186421,,0.0,0.0,
C5530,TRK-4-BU,,0.0,0.0,
C5531,R-00187115,,0.0,0.0,
C5532,TRK-5-TU,,0.0,0.0,
C5533,R-00187290,,0.0,0.0,
C5534,TRK-81-MB,,0.0,0.0,
C5535,TRK-3-HC,,0.0,0.0,
C5536,TRK-22-VG,,0.0,0.0,
C5537,TRK-84-VQ,,0.0,0.0,
C5538,TRK-17-WV,,0.0,0.0,
C5539,R-00199091,,0.0,0.0,
C5540,TRK-77-GQ,,0.0,0.0,
C5541,R-00199285,,0.0,0.0,
C5542,TRK-97-VU,,0.0,0.0,
C5543,TRK-26-SZ,,0.0,0.0,
C5544,R-00199975,,0.0,0.0,
C5545,TRK-94-JV,,0.0,0.0,
C5546,R-00200550,,0.0,0.0,
C5547,TRK-75-MR,,0.0,0.0,
C5548,R-00200627,,0.0,0.0,
C5549,TRK-53-LU,,0.0,0.0,
C5550,TRK-85-HD,,0.0,0.0,
C5551,TRK-90-HH,,0.0,0.0,
C5552,R-00201037,,0.0,0.0,
C5553,TRK-67-FK,,0.0,0.0,
C5554,R-00201167,,0.0,0.0,
C5555,TRK-98-FP,,0.0,0.0,
C5556,R-00188079,,0.0,0.0,
C5557,TRK-78-VF,,0.0,0.0,
C5558,TRK-47-LI,,0.0,0.0,
C5559,R-00189948,,0.0,0.0,
C5560,TRK-66-SZ,,0.0,0.0,
C5561,TRK-76-IP,,0.0,0.0,
C5562,TRK-44-ID,,0.0,0.0,
C5563,R-00190719,,0.0,0.0,
C5564,TRK-45-JD,,0.0,0.0,
C5565,TRK-87-PM,,0.0,0.0,
C5566,TRK-60-FY,,0.0,0.0,
C5567,R-00201699,,0.0,0.0,
C5568,TRK-36-RJ,,0.0,0.0,
C5569,R-00201896,,0.0,0.0,
C5570,TRK-35-GR,,0.0,0.0,
C5571,TRK-44-FZ,,0.0,0.0,
C5572,TRK-87-VL,,0.0,0.0,
C5573,TRK-25-WU,,0.0,0.0,
C5574,TRK-34-VC,,0.0,0.0,
C5575,TRK-80-PE,,0.0,0.0,
C5576,TRK-75-FI,,0.0,0.0,
C5577,TRK-12-FR,,0.0,0.0,
C5578,TRK-95-RC,,0.0,0.0,
C5579,R-00121381,,0.0,0.0,
C5580,TRK-7-NO,,0.0,0.0,
C5581,TRK-33-DX,,0.0,0.0,
C5582,R-00122019,,0.0,0.0,
C5583,TRK-51-BN,,0.0,0.0,
C5584,R-00122063,,0.0,0.0,
C5585,TRK-95-TO,,0.0,0.0,
C5586,TRK-27-GU,,0.0,0.0,
C5587,R-00162578,,0.0,0.0,
C5588,TRK-20-AN,,0.0,0.0,
C5589,R-00162842,,0.0,0.0,
C5590,TRK-77-GI,,0.0,0.0,
C5591,TRK-96-UM,,0.0,0.0,
C5592,R-00163376,,0.0,0.0,
C5593,TRK-26-SR,,0.0,0.0,
C5594,TRK-82-RX,,0.0,0.0,
C5595,TRK-58-JE,,0.0,0.0,
C5596,TRK-92-XU,,0.0,0.0,
C5597,TRK-5-ID,,0.0,0.0,
C5598,R-00176846,,0.0,0.0,
C5599,TRK-32-UP,,0.0,0.0,
C5600,TRK-37-PX,,0.0,0.0,
C5601,R-00177562,,0.0,0.0,
C5602,TRK-55-IR,,0.0,0.0,
C5603,TRK-27-WX,,0.0,0.0,
C5604,TRK-53-RC,,0.0,0.0,
C5605,TRK-91-YH,,0.0,0.0,
C5606,TRK-52-GK,,0.0,0.0,
C5607,R-00178410,,0.0,0.0,
C5608,TRK-12-YX,,0.0,0.0,
C5609,R-00191007,,0.0,0.0,
C5610,TRK-36-LO,,0.0,0.0,
C5611,TRK-55-ZS,,0.0,0.0,
C5612,TRK-8-KG,,0.0,0.0,
C5613,R-00191776,,0.0,0.0,
C5614,TRK-13-AS,,0.0,0.0,
C5615,TRK-54-KX,,0.0,0.0,
C5616,TRK-18-WS,,0.0,0.0,
C5617,TRK-47-ZT,,0.0,0.0,
C5618,R-00193220,,0.0,0.0,
C5619,TRK-71-OV,,0.0,0.0,
C5620,TRK-29-OB,,0.0,0.0,
C5621,TRK-23-BY,,0.0,0.0,
C5622,TRK-81-SL,,0.0,0.0,
C5623,TRK-58-BA,,0.0,0.0,
C5624,TRK-84-HQ,,0.0,0.0,
C5625,R-00124318,,0.0,0.0,
C5626,TRK-73-MX,,0.0,0.0,
C5627,TRK-44-UH,,0.0,0.0,
C5628,TRK-37-YS,,0.0,0.0,
C5629,TRK-49-FX,,0.0,0.0,
C5630,TRK-90-PC,,0.0,0.0,
C5631,TRK-55-HU,,0.0,0.0,
C5632,R-00125712,,0.0,0.0,
C5633,TRK-65-XT,,0.0,0.0,
C5634,TRK-56-ZE,,0.0,0.0,
C5635,TRK-64-XM,,0.0,0.0,
C5636,TRK-12-SO,,0.0,0.0,
C5637,TRK-60-PJ,,0.0,0.0,
C5638,R-00121949,,0.0,0.0,
C5639,TRK-80-JK,,0.0,0.0,
C5640,TRK-1-DL,,0.0,0.0,
C5641,R-00121982,,0.0,0.0,
C5642,TRK-24-EQ,,0.0,0.0,
C5643,R-00134805,,0.0,0.0,
C5644,TRK-84-NL,,0.0,0.0,
C5645,TRK-52-DH,,0.0,0.0,
C5646,R-00135395,,0.0,0.0,
C5647,R-00136778,,0.0,0.0,
C5648,TRK-59-SI,,0.0,0.0,
C5649,TRK-80-NS,,0.0,0.0,
C5650,TRK-34-PE,,0.0,0.0,
C5651,TRK-36-RE,,0.0,0.0,
C5652,TRK-86-XH,,0.0,0.0,
C5653,TRK-18-SQ,,0.0,0.0,
C5654,R-00125836,,0.0,0.0,
C5655,TRK-7-WD,,0.0,0.0,
C5656,R-00126230,,0.0,0.0,
C5657,TRK-5-AT,,0.0,0.0,
C5658,TRK-12-HT,,0.0,0.0,
C5659,R-00126411,,0.0,0.0,
C5660,TRK-93-FA,,0.0,0.0,
C5661,TRK-54-IG,,0.0,0.0,
C5662,R-00127054,,0.0,0.0,
C5663,TRK-37-SY,,0.0,0.0,
C5664,R-00127531,,0.0,0.0,
C5665,TRK-19-BR,,0.0,0.0,
C5666,TRK-90-UT,,0.0,0.0,
C5667,R-00127653,,0.0,0.0,
C5668,TRK-42-TV,,0.0,0.0,
C5669,TRK-15-NY,,0.0,0.0,
C5670,R-00127743,,0.0,0.0,
C5671,TRK-33-FZ,,0.0,0.0,
C5672,R-00127746,,0.0,0.0,
C5673,TRK-36-IZ,,0.0,0.0,
C5674,TRK-40-MZ,,0.0,0.0,
C5675,TRK-69-KE,,0.0,0.0,
C5676,R-00128335,,0.0,0.0,
C5677,TRK-31-ZV,,0.0,0.0,
C5678,R-00128483,,0.0,0.0,
C5679,TRK-80-RB,,0.0,0.0,
C5680,TRK-77-WH,,0.0,0.0,
C5681,TRK-19-LJ,,0.0,0.0,
C5682,TRK-27-JR,,0.0,0.0,
C5683,TRK-50-YL,,0.0,0.0,
C5684,TRK-66-FT,,0.0,0.0,
C5685,TRK-97-AC,,0.0,0.0,
C5686,TRK-65-QX,,0.0,0.0,
C5687,TRK-80-CO,,0.0,0.0,
C5688,TRK-19-EX,,0.0,0.0,
C5689,R-00178913,,0.0,0.0,
C5690,TRK-20-HR,,0.0,0.0,
C5691,R-00178926,,0.0,0.0,
C5692,TRK-88-TQ,,0.0,0.0,
C5693,TRK-78-PF,,0.0,0.0,
C5694,TRK-94-GZ,,0.0,0.0,
C5695,TRK-92-HG,,0.0,0.0,
C5696,R-00141659,,0.0,0.0,
C5697,TRK-89-LO,,0.0,0.0,
C5698,TRK-63-BV,,0.0,0.0,
C5699,TRK-82-PZ,,0.0,0.0,
C5700,TRK-7-IE,,0.0,0.0,
C5701,TRK-45-KN,,0.0,0.0,
C5702,TRK-82-MI,,0.0,0.0,
C5703,TRK-85-PI,,0.0,0.0,
C5704,TRK-43-AA,,0.0,0.0,
C5705,TRK-68-ZA,,0.0,0.0,
C5706,R-00121161,,0.0,0.0,
C5707,TRK-84-BG,,0.0,0.0,
C5708,TRK-2-IO,,0.0,0.0,
C5709,TRK-8-UD,,0.0,0.0,
C5710,R-00122078,,0.0,0.0,
C5711,R-00164803,,0.0,0.0,
C5712,TRK-67-PU,,0.0,0.0,
C5713,TRK-89-GZ,,0.0,0.0,
C5714,R-00165009,,0.0,0.0,
C5715,TRK-75-NC,,0.0,0.0,
C5716,TRK-19-ZH,,0.0,0.0,
