LID,POL,POD,AA_Time_Actual_Arrival,AA_Delay,COUNTRY
L4185,LVRIX,CFBGF,,0.0,CF
L4186,AUMEL,AGANU,,0.0,AG
L4187,AUNTL,MWLLW,,0.0,MW
L4188,USSLC,CASKI,,0.0,CA
L4189,CNPKX,CNCGO,,0.0,CN
L4190,PKSKT,MQFDF,,0.0,MQ
L4191,USCLT,USIAD,,0.0,US
L4192,AGSJO,HKHI0,,0.0,HK
L4193,ZACPT,KGFRU,,0.0,KG
L4194,AEDWC,SNDSS,,0.0,SN
L4195,FRCDG,IEDUB,,0.0,IE
L4196,TNTUN,LKCMB,,0.0,LK
L4197,AESHJ,VNHAN,,0.0,VN
L4198,MYPEN,CNHGH,,0.0,CN
L4199,USMIA,LBBEY,,0.0,LB
L4200,MRNKC,JOAMM,,0.0,JO
L4201,BRRIO,HTPAP,,0.0,HT
L4202,ECGYQ,RUVKO,,0.0,RU
L4203,HKHKG,KZALA,,0.0,KZ
L4204,KPICN,KZGUW,,0.0,KZ
L4205,CNWUX,JPOKA,,0.0,JP
L4206,CNXMN,INDEL,,0.0,IN
L4207,MUMRU,MXMEX,,0.0,MX
L4208,THBKK,AEAUH,,0.0,AE
L4209,KWKWI,CNBJS,,0.0,CN
L4210,INMAA,CNCGO,,0.0,CN
L4211,CNQDG,KPICN,,0.0,KP
L4212,VNSGN,KWKWI,,0.0,KW
L4213,VNHAN,MGTNR,,0.0,MG
L4214,NPKTM,GBMNC,,0.0,GB
L4215,HNSLO,NGLOS,,0.0,NG
L4216,CNBJS,INCOK,,0.0,IN
L4217,THBKK,LYMJI,,0.0,LY
L4218,CNTNA,BSNAS,,0.0,BS
L4219,SAJED,CNCAN,,0.0,CN
L4220,ETADD,RUVKO,,0.0,RU
L4221,JOAMM,AEAUH,,0.0,AE
L4222,GYGEO,USCMH,,0.0,US
L4223,CNBJS,KWKWI,,0.0,KW
L4224,CAYEG,CAYMX,,0.0,CA
L4225,TWTPE,PKISB,,0.0,PK
L4226,GBEMA,ESTFS,,0.0,ES
L4227,TWTPE,PKKHI,,0.0,PK
L4228,ETADD,JOAMM,,0.0,JO
L4229,DELEJ,ITMXP,,0.0,IT
L4230,TWKHH,MQFDF,,0.0,MQ
L4231,ECGYE,GBSTN,,0.0,GB
L4232,USSAN,ILTLV,,0.0,IL
L4233,IDSUB,SADMM,,0.0,SA
L4234,ITSWK,GBABD,,0.0,GB
L4235,CNPVG,CNKMG,,0.0,CN
L4236,CNTNA,CNPVG,,0.0,CN
L4237,USATL,TNTUN,,0.0,TN
L4238,ECGYE,LYMJI,,0.0,LY
L4239,AGSJO,AEAUH,,0.0,AE
L4240,CNXIA,NLAMS,,0.0,NL
L4241,TRADB,ITCTA,,0.0,IT
L4242,CUSCU,ZAJNB,,0.0,ZA
L4243,THTPT,SDKRT,,0.0,SD
L4244,CNCTU,KZALA,,0.0,KZ
L4245,ECDUN,SADMM,,0.0,SA
L4246,GBGLA,GBGLA,,0.0,GB
L4247,GBGLA,NLAMS,,0.0,NL
L4248,GBBHM,AMEVN,,0.0,AM
L4249,AUNTL,SOHGA,,0.0,SO
L4250,HNSLO,ATVIE,,0.0,AT
L4251,CNSGH,UGEBB,,0.0,UG
L4252,GBMAN,SDJUB,,0.0,SD
L4253,DELEJ,KZGUW,,0.0,KZ
L4254,ITLIN,TMASB,,0.0,TM
L4255,GBLHR,ARBUE,,0.0,AR
L4256,DEDUI,BMBDA,,0.0,BM
L4257,GYGEO,INBOM,,0.0,IN
L4258,FIHEL,RUDYR,,0.0,RU
L4259,GBSTN,GBDVR,,0.0,GB
L4260,AUPER,MZMPM,,0.0,MZ
L4261,JPHKT,MZMPM,,0.0,MZ
L4262,HKHKG,INCCU,,0.0,IN
L4263,TNTUN,USPDX,,0.0,US
L4264,USCVG,LBBEY,,0.0,LB
L4265,IDSUB,GBMAN,,0.0,GB
L4266,ZACPT,IQEBL,,0.0,IQ
L4267,USABY,USSFO,,0.0,US
L4268,CAMTR,KGFRU,,0.0,KG
L4269,GTGUA,CAYEG,,0.0,CA
L4270,USTPA,KZGUW,,0.0,KZ
L4271,JOAMM,NLAMS,,0.0,NL
L4272,ECDUN,NLAMS,,0.0,NL
L4273,PKSKT,BSNAS,,0.0,BS
L4274,CNTSN,MZMPM,,0.0,MZ
L4275,PLWAW,NLAMS,,0.0,NL
L4276,SGSIN,INCOK,,0.0,IN
L4277,CAYYC,CAYYZ,,0.0,CA
L4278,AUNTL,BHBAH,,0.0,BH
L4279,CNCKG,CNBJS,,0.0,CN
L4280,CNHFE,CDFBM,,0.0,CD
L4281,VNHAN,LTKLJ,,0.0,LT
L4282,GBBFS,ITCTA,,0.0,IT
L4283,INHYD,CFBGF,,0.0,CF
L4284,GBLHR,IQEBL,,0.0,IQ
L4285,GBLHR,CNCGO,,0.0,CN
L4286,AEDWC,LKCMB,,0.0,LK
L4287,AOLAD,IDCGK,,0.0,ID
L4288,DEDUI,NOOSL,,0.0,NO
L4289,CRSJO,USPFN,,0.0,US
L4290,ETADD,USDFW,,0.0,US
L4291,PWROR,BRRIO,,0.0,BR
L4292,CNTAO,TWTPE,,0.0,TW
L4293,JOAMM,PKLHE,,0.0,PK
L4294,CAYVR,CASKI,,0.0,CA
L4295,CAMTR,SDKRT,,0.0,SD
L4296,USBOS,USJFK,,0.0,US
L4297,ECGYQ,SEMMA,,0.0,SE
L4298,CUSCU,QADOH,,0.0,QA
L4299,GBMAN,ECUIO,,0.0,EC
L4300,CAYEG,USBNA,,0.0,US
L4301,ATVIE,GBABD,,0.0,GB
L4302,USABY,CUSCU,,0.0,CU
L4303,CUSCU,USBOS,,0.0,US
L4304,GBLHR,MGTNR,,0.0,MG
L4305,AZGYD,VNHAN,,0.0,VN
L4306,DECGN,TDNDJ,,0.0,TD
L4307,NLAMS,ARBHI,,0.0,AR
L4308,CNXMN,USLAX,,0.0,US
L4309,KWKWI,ESTFS,,0.0,ES
L4310,CNWUX,BMBDA,,0.0,BM
L4311,AEDXB,ECUIO,,0.0,EC
L4312,TNTUN,LYMJI,,0.0,LY
L4313,CAYEG,USATL,,0.0,US
L4314,USMCI,USMIA,,0.0,US
L4315,USMIA,CAYUL,,0.0,CA
L4316,MYKUL,SADMM,,0.0,SA
L4317,VNSGN,AESHJ,,0.0,AE
L4318,INDEL,CNBJS,,0.0,CN
L4319,BHBAH,USLAX,,0.0,US
L4320,ECUIO,USSLC,,0.0,US
L4321,BHBAH,JPHMD,,0.0,JP
L4322,CAYVR,AONBJ,,0.0,AO
L4323,HNSLO,MXGDL,,0.0,MX
L4324,DEDUI,BHBAH,,0.0,BH
L4325,TRISL,UZTAS,,0.0,UZ
L4326,TNTUN,KHPNH,,0.0,KH
L4327,IQEBL,IQBGW,,0.0,IQ
L4328,BDDAC,TNTUN,,0.0,TN
L4329,ITMXP,SOHGA,,0.0,SO
L4330,ILTAV,JPOKA,,0.0,JP
L4331,TRAYT,KZALA,,0.0,KZ
L4332,GBLON,JOAMM,,0.0,JO
L4333,CNNKG,HKHKG,,0.0,HK
L4334,AUADL,MTMLA,,0.0,MT
L4335,AUPER,AOLAD,,0.0,AO
L4336,MXMEX,MQFDF,,0.0,MQ
L4337,CAYYZ,CAYEG,,0.0,CA
L4338,ITLIN,ISREK,,0.0,IS
L4339,OMMCT,IDJKT,,0.0,ID
L4340,AUNTL,AEDXB,,0.0,AE
L4341,AUSYD,CMDLA,,0.0,CM
L4342,CNMFM,INCCU,,0.0,IN
L4343,ZACPT,CRSJO,,0.0,CR
L4344,DEDUI,CGPNR,,0.0,CG
L4345,BHBAH,USJFK,,0.0,US
L4346,CAMTR,MQFDF,,0.0,MQ
L4347,CNMFM,MGTNR,,0.0,MG
L4348,JPHND,INHYD,,0.0,IN
L4349,AGSJO,SOHGA,,0.0,SO
L4350,CNWUH,INHYD,,0.0,IN
L4351,USSTL,KWKWI,,0.0,KW
L4352,CNCKG,CYLCA,,0.0,CY
L4353,TNTUN,ZAJNB,,0.0,ZA
L4354,CNCGU,LKCMB,,0.0,LK
L4355,GBNCL,LULUX,,0.0,LU
L4356,USMCI,USBOS,,0.0,US
L4357,AGSJO,GBLHR,,0.0,GB
L4358,SARUH,GBLHR,,0.0,GB
L4359,CABLR,CFBGF,,0.0,CF
L4360,INCCU,PKKHI,,0.0,PK
L4361,CNYAT,INCCU,,0.0,IN
L4362,IDSUB,HKHKG,,0.0,HK
L4363,ECGYE,GBMNC,,0.0,GB
L4364,AEAUH,IQBSR,,0.0,IQ
L4365,LKCMB,EGCAI,,0.0,EG
L4366,MRNKC,CNWUH,,0.0,CN
L4367,VNDAD,INMAA,,0.0,IN
L4368,DEHHN,ITMXP,,0.0,IT
L4369,ITLIN,ETADD,,0.0,ET
L4370,CNSZX,IQBGW,,0.0,IQ
L4371,PKKHI,IQBGW,,0.0,IQ
L4372,COBOG,IQBGW,,0.0,IQ
L4373,ECGYQ,INBLR,,0.0,IN
L4374,USCVG,MGTNR,,0.0,MG
L4375,CNTSN,THBKK,,0.0,TH
L4376,USMIA,USEWR,,0.0,US
L4377,TWTPE,CNCGO,,0.0,CN
L4378,GYGEO,CNBJS,,0.0,CN
L4379,CNHGH,TJDYU,,0.0,TJ
L4380,LKCMB,SAJUB,,0.0,SA
L4381,INHYD,CNCAN,,0.0,CN
L4382,USDFW,USSDF,,0.0,US
L4383,GBBFS,GETBS,,0.0,GE
L4384,SGSIN,JPCTS,,0.0,JP
L4385,ECGYQ,JPOKA,,0.0,JP
L4386,USIAH,BMBDA,,0.0,BM
L4387,AUNTL,LBBEY,,0.0,LB
L4388,ECGYE,USDTW,,0.0,US
L4389,KZALA,INDEL,,0.0,IN
L4390,CAVAN,MXMEX,,0.0,MX
L4391,CABLR,USLAX,,0.0,US
L4392,USTPA,CGPNR,,0.0,CG
L4393,CNSHA,CNSZX,,0.0,CN
L4394,USLAX,PFPPT,,0.0,PF
L4395,CNMFM,PKLHE,,0.0,PK
L4396,KPICN,DKCPH,,0.0,DK
L4397,AEDWC,PHMNL,,0.0,PH
L4398,GBPIK,KZNQZ,,0.0,KZ
L4399,CNCGU,CNWUH,,0.0,CN
L4400,CNNGB,TMASB,,0.0,TM
L4401,MRNKC,MGTNR,,0.0,MG
L4402,USABY,MQFDF,,0.0,MQ
L4403,KZALA,AMEVN,,0.0,AM
L4404,LVRIX,CAYYC,,0.0,CA
L4405,THBKK,TNTUN,,0.0,TN
L4406,CNYAT,INBOM,,0.0,IN
L4407,TRISL,ATVIE,,0.0,AT
L4408,GBLHR,USSFO,,0.0,US
L4409,PKKHI,LYMJI,,0.0,LY
L4410,PKLHE,AONBJ,,0.0,AO
L4411,PTOPO,ITLIN,,0.0,IT
L4412,GBLHR,GBDVR,,0.0,GB
L4413,SGSIN,IQBSR,,0.0,IQ
L4414,DEHHN,FIHEL,,0.0,FI
L4415,PKLHE,VNSGN,,0.0,VN
L4416,USBOS,CAYVR,,0.0,CA
L4417,CNXIA,MUMRU,,0.0,MU
L4418,JOAMM,SEMMX,,0.0,SE
L4419,LVRIX,INCCU,,0.0,IN
L4420,CNBJS,CNCGO,,0.0,CN
L4421,ARSPD,NPKTM,,0.0,NP
L4422,BEBRU,TMASB,,0.0,TM
L4423,VNHAN,IRIKA,,0.0,IR
L4424,LKCMB,USDTW,,0.0,US
L4425,USEWR,CMDLA,,0.0,CM
L4426,SGSIN,HKHI0,,0.0,HK
L4427,ECGYQ,NOOSL,,0.0,NO
L4428,SGSIN,PFPPT,,0.0,PF
L4429,CNSGH,INDEL,,0.0,IN
L4430,AUPER,CYECN,,0.0,CY
L4431,CAMTR,USPDX,,0.0,US
L4432,GBLGW,IQBGW,,0.0,IQ
L4433,CNSGH,THBKK,,0.0,TH
L4434,TRISL,KHPNH,,0.0,KH
L4435,CNNGB,JPHMD,,0.0,JP
L4436,GBLGW,CYLCA,,0.0,CY
L4437,INHYD,INBOM,,0.0,IN
L4438,NLAMS,TNTUN,,0.0,TN
L4439,MRNKC,MQFDF,,0.0,MQ
L4440,GBBFS,MWLLW,,0.0,MW
L4441,PKKHI,IDCGK,,0.0,ID
L4442,IDSUB,ECUIO,,0.0,EC
L4443,GBLHR,TZMWZ,,0.0,TZ
L4444,FIHEL,TRADB,,0.0,TR
L4445,ITMXP,CFBGF,,0.0,CF
L4446,CNKHN,LVRIX,,0.0,LV
L4447,CNNKG,PKKHI,,0.0,PK
L4448,INHYD,SDKRT,,0.0,SD
L4449,GBBBS,CUSCU,,0.0,CU
L4450,HNSLO,USIAH,,0.0,US
L4451,KZALA,PTOPO,,0.0,PT
L4452,GTGUA,GBGLW,,0.0,GB
L4453,ESMAD,CYLCA,,0.0,CY
L4454,VNSGN,PKLHE,,0.0,PK
L4455,INBLR,KHPNH,,0.0,KH
L4456,USJFK,USDTW,,0.0,US
L4457,ILTLV,USPIT,,0.0,US
L4458,FJSUV,PKKHI,,0.0,PK
L4459,INMAA,LTKLJ,,0.0,LT
L4460,TRIST,SDJUB,,0.0,SD
L4461,USJFK,MUMRU,,0.0,MU
L4462,USDET,SOMGQ,,0.0,SO
L4463,KZALA,HTPAP,,0.0,HT
L4464,JPHND,MYPEN,,0.0,MY
L4465,MYPEN,CNXMN,,0.0,CN
L4466,USORD,USPHX,,0.0,US
L4467,TRISL,FIHEL,,0.0,FI
L4468,MUPLU,JPNGO,,0.0,JP
L4469,AZGYD,CAYQB,,0.0,CA
L4470,TRIZM,USSDF,,0.0,US
L4471,NLAMS,GBLHR,,0.0,GB
L4472,THTPT,MQFDF,,0.0,MQ
L4473,USMIA,KPICN,,0.0,KP
L4474,PKLHE,CDFBM,,0.0,CD
L4475,ECUIO,ZACPT,,0.0,ZA
L4476,PKKHI,AMEVN,,0.0,AM
L4477,CNTSN,INMAA,,0.0,IN
L4478,VNSGN,JPNRT,,0.0,JP
L4479,GYGEO,CUSCU,,0.0,CU
L4480,GBBHX,AMEVN,,0.0,AM
L4481,ILTAV,CNTAO,,0.0,CN
L4482,MXMEX,CRSJO,,0.0,CR
L4483,USPHL,KZNQZ,,0.0,KZ
L4484,FIHEL,PLWAW,,0.0,PL
L4485,GBSTN,RUSVO,,0.0,RU
L4486,USDTW,USMCI,,0.0,US
L4487,GTGUA,KGFRU,,0.0,KG
L4488,MGTNR,INCOK,,0.0,IN
L4489,MUPLU,CAHAL,,0.0,CA
L4490,BRRIO,LYMJI,,0.0,LY
L4491,INHYD,MGTNR,,0.0,MG
L4492,TRISL,GBTIL,,0.0,GB
L4493,FIHEL,LTKLJ,,0.0,LT
L4494,HKHKG,THBKK,,0.0,TH
L4495,GBEMA,TRIST,,0.0,TR
L4496,CNPVG,LULUX,,0.0,LU
L4497,AZGYD,CYECN,,0.0,CY
L4498,MVMLE,BHBAH,,0.0,BH
L4499,GBLHR,SAJUB,,0.0,SA
L4500,CNHFE,CNCAN,,0.0,CN
L4501,LVRIX,CDFBM,,0.0,CD
L4502,GBLGW,NOOSL,,0.0,NO
L4503,PKSKT,INAMD,,0.0,IN
L4504,SAJED,TZDAR,,0.0,TZ
L4505,CNTAO,CNPKX,,0.0,CN
L4506,CAYEG,SKBTS,,0.0,SK
L4507,ILTLV,PKKHI,,0.0,PK
L4508,USLAX,NPKTM,,0.0,NP
L4509,ESMAD,KPICN,,0.0,KP
L4510,USABY,UYMVD,,0.0,UY
L4511,KRINC,MTMLA,,0.0,MT
L4512,INDEL,JOAMM,,0.0,JO
L4513,PKLHE,IDCGK,,0.0,ID
L4514,AGSJO,AUDRW,,0.0,AU
L4515,KWKWI,CDGOM,,0.0,CD
L4516,INBLR,IRIKA,,0.0,IR
L4517,USTPA,CUSCU,,0.0,CU
L4518,NPKTM,PELIM,,0.0,PE
L4519,CNHFE,LULUX,,0.0,LU
L4520,CNDLC,NPKTM,,0.0,NP
L4521,GBGLA,TRADB,,0.0,TR
L4522,AUNTL,LYMJI,,0.0,LY
L4523,MVMLE,GBGLW,,0.0,GB
L4524,VNTCG,CRSJO,,0.0,CR
L4525,GTGUA,USMCO,,0.0,US
L4526,AUSYD,MZMPM,,0.0,MZ
L4527,USSAN,MQFDF,,0.0,MQ
L4528,KPICN,CNBJS,,0.0,CN
L4529,JOAMM,GALBV,,0.0,GA
L4530,AEDWC,TWTPE,,0.0,TW
L4531,CNTXG,CNHGH,,0.0,CN
L4532,NPKTM,TJDYU,,0.0,TJ
L4533,KWKWI,USMEM,,0.0,US
L4534,VNDAD,CYECN,,0.0,CY
L4535,IDCGK,BMBDA,,0.0,BM
L4536,CNWUH,INCCU,,0.0,IN
L4537,MRNKC,CNSZX,,0.0,CN
L4538,ITSWK,KGFRU,,0.0,KG
L4539,FJSUV,VNHAN,,0.0,VN
L4540,LKCMB,INHYD,,0.0,IN
L4541,TWKHH,CNTAO,,0.0,CN
L4542,USEWR,USDFW,,0.0,US
L4543,INAMD,CNCTU,,0.0,CN
L4544,VNTCG,QADOH,,0.0,QA
L4545,INBOM,MYPEN,,0.0,MY
L4546,CNPKX,TWTPE,,0.0,TW
L4547,CNCGU,SAJED,,0.0,SA
L4548,TWKHH,KZALA,,0.0,KZ
L4549,GBLON,TRIST,,0.0,TR
L4550,CNCKG,CNCGO,,0.0,CN
L4551,FRCQF,ETADD,,0.0,ET
L4552,CNWUX,LULUX,,0.0,LU
L4553,ATVIE,LKCMB,,0.0,LK
L4554,GBLGW,GBABD,,0.0,GB
L4555,TRAYT,KPICN,,0.0,KP
L4556,CNWUX,AONBJ,,0.0,AO
L4557,KWKWI,PELIM,,0.0,PE
L4558,CNSGH,CNPEK,,0.0,CN
L4559,CNEHU,VNSGN,,0.0,VN
L4560,CNNKG,CUSCU,,0.0,CU
L4561,PLWAW,MVMLE,,0.0,MV
L4562,USSTL,USMEM,,0.0,US
L4563,USJFK,SCSEZ,,0.0,SC
L4564,JPKIX,CYECN,,0.0,CY
L4565,CZPRG,UZTAS,,0.0,UZ
L4566,CNHFE,DZALG,,0.0,DZ
L4567,USPHL,GTGUA,,0.0,GT
L4568,CNPEK,TZMWZ,,0.0,TZ
L4569,KWKWI,USMIA,,0.0,US
L4570,CNBJS,AESHJ,,0.0,AE
L4571,MVMLE,USPHX,,0.0,US
L4572,BHBAH,USCMH,,0.0,US
L4573,ECDUN,ESMAD,,0.0,ES
L4574,ITLIN,GBMAN,,0.0,GB
L4575,ZAJNB,KZALA,,0.0,KZ
L4576,NZAKL,AOLAD,,0.0,AO
L4577,ECGYQ,INHYD,,0.0,IN
L4578,KRICN,MUMRU,,0.0,MU
L4579,DELEJ,AGANU,,0.0,AG
L4580,JPNGO,CGPNR,,0.0,CG
L4581,GBLHR,ITLIN,,0.0,IT
L4582,PHMNL,KZGUW,,0.0,KZ
L4583,VNSGN,KHPNH,,0.0,KH
L4584,ESBCN,MQFDF,,0.0,MQ
L4585,IDSUB,TDNDJ,,0.0,TD
L4586,USEWR,TNTUN,,0.0,TN
L4587,VNDAD,SAJED,,0.0,SA
L4588,CNNGB,SKBTS,,0.0,SK
L4589,GBLON,CYECN,,0.0,CY
L4590,JPNGO,CNMFM,,0.0,CN
L4591,CNCKG,CYECN,,0.0,CY
L4592,MRNKC,PTLIS,,0.0,PT
L4593,GYGEO,JPHMD,,0.0,JP
L4594,JPNRT,NPKTM,,0.0,NP
L4595,FRCDG,CDFBM,,0.0,CD
L4596,GYGEO,SARUH,,0.0,SA
L4597,ETADD,CFBGF,,0.0,CF
L4598,MYPEN,AESHJ,,0.0,AE
L4599,AGSJO,CNPEK,,0.0,CN
L4600,ETADD,QADOH,,0.0,QA
L4601,CNTNA,VNSGN,,0.0,VN
L4602,ATVIE,GBLHR,,0.0,GB
L4603,CNXIA,QADOH,,0.0,QA
L4604,USCHI,USMCI,,0.0,US
L4605,CNWUX,CNTSN,,0.0,CN
L4606,ETADD,CASKI,,0.0,CA
L4607,ITMXP,LYMJI,,0.0,LY
L4608,OMMCT,CAYYZ,,0.0,CA
L4609,AUADL,GBMAN,,0.0,GB
L4610,USCHI,USORD,,0.0,US
L4611,CNFOC,IQEBL,,0.0,IQ
L4612,ILTLV,CNKMG,,0.0,CN
L4613,MUMRU,INDEL,,0.0,IN
L4614,MRNKC,NLAMS,,0.0,NL
L4615,MUPLU,IDJKT,,0.0,ID
L4616,SARUH,BEBRU,,0.0,BE
L4617,LVRIX,SDJUB,,0.0,SD
L4618,KRINC,IQEBL,,0.0,IQ
L4619,CNCGU,PKKHI,,0.0,PK
L4620,ETADD,SEMMA,,0.0,SE
L4621,LVRIX,SADMM,,0.0,SA
L4622,ECUIO,DEHAJ,,0.0,DE
L4623,OMMCT,PLWAW,,0.0,PL
L4624,TWTPE,CYLCA,,0.0,CY
L4625,GBLHR,ZADUR,,0.0,ZA
L4626,MUPLU,SDJUB,,0.0,SD
L4627,DEHHN,LTKLJ,,0.0,LT
L4628,SGSIN,INAMD,,0.0,IN
L4629,CNTAO,UYMVD,,0.0,UY
L4630,USATL,BMBDA,,0.0,BM
L4631,HNSLO,CFBGF,,0.0,CF
L4632,USSFO,USSTL,,0.0,US
L4633,USSDF,IQBSR,,0.0,IQ
L4634,SESTO,GBMAN,,0.0,GB
L4635,AOLAD,IEDUB,,0.0,IE
L4636,MGTNR,USMEM,,0.0,US
L4637,PHMNL,BHBAH,,0.0,BH
L4638,AUBNE,BSNAS,,0.0,BS
L4639,AGSJO,CNPVG,,0.0,CN
L4640,GBMAN,KZNQZ,,0.0,KZ
L4641,EGCAI,LRMLW,,0.0,LR
L4642,AGSJO,CAYVR,,0.0,CA
L4643,CNXIY,PKLHE,,0.0,PK
L4644,PKLHE,JOAMM,,0.0,JO
L4645,KPICN,USNYC,,0.0,US
L4646,CNSHA,JPHMD,,0.0,JP
L4647,GYGEO,GHACC,,0.0,GH
L4648,ETADD,NZCHC,,0.0,NZ
L4649,TWKHH,BDDAC,,0.0,BD
L4650,AEDWC,TNTUN,,0.0,TN
L4651,ITLIN,UGEBB,,0.0,UG
L4652,LKCMB,USPHL,,0.0,US
L4653,SGSIN,CNNGB,,0.0,CN
L4654,CNBJS,LKCMB,,0.0,LK
L4655,CNPKX,CDFBM,,0.0,CD
L4656,MUMRU,GBGLW,,0.0,GB
L4657,ZACPT,CUSCU,,0.0,CU
L4658,PKISB,QADOH,,0.0,QA
L4659,AEDXB,ETADD,,0.0,ET
L4660,AUBNE,LTKLJ,,0.0,LT
L4661,USCLT,JOAMM,,0.0,JO
L4662,KPICN,IQBSR,,0.0,IQ
L4663,PELIM,ISREK,,0.0,IS
L4664,FRCDG,CDGOM,,0.0,CD
L4665,USEWR,USBOS,,0.0,US
L4666,TRIST,GETBS,,0.0,GE
L4667,USTPA,UGEBB,,0.0,UG
L4668,USEWR,CAYEG,,0.0,CA
L4669,CAYYT,CAYQB,,0.0,CA
L4670,MVMLE,HKHI0,,0.0,HK
L4671,ITSWK,SNDSS,,0.0,SN
L4672,AGSJO,CAYYZ,,0.0,CA
L4673,GBMNC,GBDVR,,0.0,GB
L4674,USDTW,MXGDL,,0.0,MX
L4675,TWKHH,THBKK,,0.0,TH
L4676,CLSCL,ISREK,,0.0,IS
L4677,BRRIO,COBOG,,0.0,CO
L4678,MYPEN,INMAA,,0.0,IN
L4679,USORD,CYLCA,,0.0,CY
L4680,KPICN,RWKGL,,0.0,RW
L4681,GBSTN,KHPNH,,0.0,KH
L4682,MUPLU,UGEBB,,0.0,UG
L4683,IDSUB,KZALA,,0.0,KZ
L4684,INDEL,SADMM,,0.0,SA
L4685,CNHGH,KWKWI,,0.0,KW
L4686,USABY,GETBS,,0.0,GE
L4687,CNMFM,CYECN,,0.0,CY
L4688,FJSUV,ITSWK,,0.0,IT
L4689,NLAMS,UYMVD,,0.0,UY
L4690,MUPLU,COBOG,,0.0,CO
L4691,MUMRU,CNKMG,,0.0,CN
L4692,AUNTL,KGFRU,,0.0,KG
L4693,CLSCL,UYMVD,,0.0,UY
L4694,CNWUH,IQBSR,,0.0,IQ
L4695,KZALA,TJDYU,,0.0,TJ
L4696,USDTW,USSLC,,0.0,US
L4697,CNPVG,ECUIO,,0.0,EC
L4698,JPNRT,SOHGA,,0.0,SO
L4699,CUSCU,AMEVN,,0.0,AM
L4700,CNCGO,PKISB,,0.0,PK
L4701,MYKUL,CGPNR,,0.0,CG
L4702,AESHJ,SAJED,,0.0,SA
L4703,CAMTR,USNYC,,0.0,US
L4704,MUPLU,USCLT,,0.0,US
L4705,FIHEL,TNTUN,,0.0,TN
L4706,SARUH,THBKK,,0.0,TH
L4707,ETADD,PTLIS,,0.0,PT
L4708,CNWUX,IQBSR,,0.0,IQ
L4709,AOLAD,ILTLV,,0.0,IL
L4710,GBSTN,BEANR,,0.0,BE
L4711,KZALA,USJFK,,0.0,US
L4712,AOLAD,AOLAD,,0.0,AO
L4713,TRADB,KPICN,,0.0,KP
L4714,INCCU,JPHMD,,0.0,JP
L4715,INBOM,CNCAN,,0.0,CN
L4716,CASJB,LVRIX,,0.0,LV
L4717,CNPEK,AMEVN,,0.0,AM
L4718,MUPLU,PELIM,,0.0,PE
L4719,PKLHE,SDJUB,,0.0,SD
L4720,MRNKC,TMASB,,0.0,TM
L4721,MGTNR,OMMCT,,0.0,OM
L4722,LVRIX,TRIST,,0.0,TR
L4723,CAYUL,USBOS,,0.0,US
L4724,LKCMB,SKBTS,,0.0,SK
L4725,GBGLA,ETADD,,0.0,ET
L4726,AGSJO,KZALA,,0.0,KZ
L4727,CNWUH,CNMFM,,0.0,CN
L4728,CNTXG,GTGUA,,0.0,GT
L4729,USCLE,CGPNR,,0.0,CG
L4730,CAYYC,USPHX,,0.0,US
L4731,LVRIX,KZNQZ,,0.0,KZ
L4732,BHBAH,MYPEN,,0.0,MY
L4733,GTGUA,USMIA,,0.0,US
L4734,ITSWK,MTMLA,,0.0,MT
L4735,USLAX,USPHL,,0.0,US
L4736,GBGLW,SKBTS,,0.0,SK
L4737,VNDAD,SGJUR,,0.0,SG
L4738,KWKWI,FRCDG,,0.0,FR
L4739,DKCPH,KZNQZ,,0.0,KZ
L4740,CNPVG,AGANU,,0.0,AG
L4741,CNQDG,JPCTS,,0.0,JP
L4742,PKISB,ETADD,,0.0,ET
L4743,NPKTM,CNWUH,,0.0,CN
L4744,GBLGW,SOHGA,,0.0,SO
L4745,USATL,CAHAL,,0.0,CA
L4746,PLWAW,ITMXP,,0.0,IT
L4747,CNHGH,SCSEZ,,0.0,SC
L4748,CNCKG,AESHJ,,0.0,AE
L4749,AUSYD,KGFRU,,0.0,KG
L4750,INBLR,DZALG,,0.0,DZ
L4751,SAJED,IQEBL,,0.0,IQ
L4752,AGSJO,BEANR,,0.0,BE
L4753,USJFK,UGEBB,,0.0,UG
L4754,GBNCL,LVRIX,,0.0,LV
L4755,CNBJS,CFBGF,,0.0,CF
L4756,USORD,USMCO,,0.0,US
L4757,GTGUA,JPNGO,,0.0,JP
L4758,GTGUA,LULUX,,0.0,LU
L4759,ESBCN,ITMXP,,0.0,IT
L4760,OMMCT,GBLBA,,0.0,GB
L4761,ILTAV,SOMGQ,,0.0,SO
L4762,CNHFE,KRICN,,0.0,KR
L4763,MVMLE,RUSVO,,0.0,RU
L4764,NLAMS,CHZRH,,0.0,CH
L4765,INAMD,IRIKA,,0.0,IR
L4766,CNMFM,JPOKA,,0.0,JP
L4767,USMCI,TDNDJ,,0.0,TD
L4768,SAJED,CNWUH,,0.0,CN
L4769,ARSPD,MVMLE,,0.0,MV
L4770,BDDAC,NPKTM,,0.0,NP
L4771,HKHKG,OMSLL,,0.0,OM
L4772,GBNCL,RUDYR,,0.0,RU
L4773,USBOS,USPHX,,0.0,US
L4774,VNSGN,PKKHI,,0.0,PK
L4775,GTGUA,USPFN,,0.0,US
L4776,ECDUN,ITMXP,,0.0,IT
L4777,HKHKG,PKLHE,,0.0,PK
