VID,VNm,VType,V_Avg_Time,V_Avg_Delay,Voyage
V28542,TRK-8-UD ROAD 2,ROAD,0.0,0.0,VOY-1653
V28543,TRK-8-UD ROAD 3,ROAD,0.0,0.0,VOY-9838
V28544,TRK-8-UD ROAD 4,ROAD,0.0,0.0,VOY-3616
V28545,TRK-8-UD ROAD 5,ROAD,0.0,0.0,VOY-2618
V28546,R-00122078 RAIL 1,RAIL,0.0,0.0,VOY-5601
V28547,R-00122078 RAIL 2,RAIL,0.0,0.0,VOY-3139
V28548,R-00122078 RAIL 3,RAIL,0.0,0.0,VOY-9723
V28549,R-00122078 RAIL 4,RAIL,0.0,0.0,VOY-9426
V28550,R-00122078 RAIL 5,RAIL,0.0,0.0,VOY-9309
V28551,R-00164803 RAIL 1,RAIL,0.0,0.0,VOY-9574
V28552,R-00164803 RAIL 2,RAIL,0.0,0.0,VOY-5480
V28553,R-00164803 RAIL 3,RAIL,0.0,0.0,VOY-8405
V28554,R-00164803 RAIL 4,RAIL,0.0,0.0,VOY-3738
V28555,R-00164803 RAIL 5,RAIL,0.0,0.0,VOY-3979
V28556,TRK-67-PU ROAD 1,ROAD,0.0,0.0,VOY-2407
V28557,TRK-67-PU ROAD 2,ROAD,0.0,0.0,VOY-3685
V28558,TRK-67-PU ROAD 3,ROAD,0.0,0.0,VOY-2250
V28559,TRK-67-PU ROAD 4,ROAD,0.0,0.0,VOY-1167
V28560,TRK-67-PU ROAD 5,ROAD,0.0,0.0,VOY-7906
V28561,TRK-89-GZ ROAD 1,ROAD,0.0,0.0,VOY-2217
V28562,TRK-89-GZ ROAD 2,ROAD,0.0,0.0,VOY-5296
V28563,TRK-89-GZ ROAD 3,ROAD,0.0,0.0,VOY-4638
V28564,TRK-89-GZ ROAD 4,ROAD,0.0,0.0,VOY-4788
V28565,TRK-89-GZ ROAD 5,ROAD,0.0,0.0,VOY-3337
V28566,R-00165009 RAIL 1,RAIL,0.0,0.0,VOY-8699
V28567,R-00165009 RAIL 2,RAIL,0.0,0.0,VOY-9581
V28568,R-00165009 RAIL 3,RAIL,0.0,0.0,VOY-8095
V28569,R-00165009 RAIL 4,RAIL,0.0,0.0,VOY-4125
V28570,R-00165009 RAIL 5,RAIL,0.0,0.0,VOY-1641
V28571,TRK-75-NC ROAD 1,ROAD,0.0,0.0,VOY-9233
V28572,TRK-75-NC ROAD 2,ROAD,0.0,0.0,VOY-4912
V28573,TRK-75-NC ROAD 3,ROAD,0.0,0.0,VOY-6347
V28574,TRK-75-NC ROAD 4,ROAD,0.0,0.0,VOY-1865
V28575,TRK-75-NC ROAD 5,ROAD,0.0,0.0,VOY-6060
V28576,TRK-19-ZH ROAD 1,ROAD,0.0,0.0,VOY-1227
V28577,TRK-19-ZH ROAD 2,ROAD,0.0,0.0,VOY-5482
V28578,TRK-19-ZH ROAD 3,ROAD,0.0,0.0,VOY-6566
V28579,TRK-19-ZH ROAD 4,ROAD,0.0,0.0,VOY-4576
V28580,TRK-19-ZH ROAD 5,ROAD,0.0,0.0,VOY-7187
V28581,TRK-58-XU ROAD 1,ROAD,0.0,0.0,VOY-7842
V28582,TRK-58-XU ROAD 2,ROAD,0.0,0.0,VOY-8765
V28583,TRK-58-XU ROAD 3,ROAD,0.0,0.0,VOY-2492
V28584,TRK-58-XU ROAD 4,ROAD,0.0,0.0,VOY-7223
V28585,TRK-58-XU ROAD 5,ROAD,0.0,0.0,VOY-5831
V28586,TRK-40-AY ROAD 1,ROAD,0.0,0.0,VOY-3142
V28587,TRK-40-AY ROAD 2,ROAD,0.0,0.0,VOY-6240
V28588,TRK-40-AY ROAD 3,ROAD,0.0,0.0,VOY-6781
V28589,TRK-40-AY ROAD 4,ROAD,0.0,0.0,VOY-9780
V28590,TRK-40-AY ROAD 5,ROAD,0.0,0.0,VOY-3077
V28591,TRK-98-GA ROAD 1,ROAD,0.0,0.0,VOY-1779
V28592,TRK-98-GA ROAD 2,ROAD,0.0,0.0,VOY-7196
V28593,TRK-98-GA ROAD 3,ROAD,0.0,0.0,VOY-8309
V28594,TRK-98-GA ROAD 4,ROAD,0.0,0.0,VOY-3741
V28595,TRK-98-GA ROAD 5,ROAD,0.0,0.0,VOY-8487
V28596,TRK-67-XV ROAD 1,ROAD,0.0,0.0,VOY-8538
V28597,TRK-67-XV ROAD 2,ROAD,0.0,0.0,VOY-6833
V28598,TRK-67-XV ROAD 3,ROAD,0.0,0.0,VOY-9289
V28599,TRK-67-XV ROAD 4,ROAD,0.0,0.0,VOY-1385
V28600,TRK-67-XV ROAD 5,ROAD,0.0,0.0,VOY-3797
V28601,TRK-68-EL ROAD 1,ROAD,0.0,0.0,VOY-6354
V28602,TRK-68-EL ROAD 2,ROAD,0.0,0.0,VOY-7366
V28603,TRK-68-EL ROAD 3,ROAD,0.0,0.0,VOY-7430
V28604,TRK-68-EL ROAD 4,ROAD,0.0,0.0,VOY-7139
V28605,TRK-68-EL ROAD 5,ROAD,0.0,0.0,VOY-6222
V28606,R-00166605 RAIL 1,RAIL,0.0,0.0,VOY-8547
V28607,R-00166605 RAIL 2,RAIL,0.0,0.0,VOY-9127
V28608,R-00166605 RAIL 3,RAIL,0.0,0.0,VOY-4924
V28609,R-00166605 RAIL 4,RAIL,0.0,0.0,VOY-8341
V28610,R-00166605 RAIL 5,RAIL,0.0,0.0,VOY-2474
V28611,TRK-87-XL ROAD 1,ROAD,0.0,0.0,VOY-9128
V28612,TRK-87-XL ROAD 2,ROAD,0.0,0.0,VOY-8183
V28613,TRK-87-XL ROAD 3,ROAD,0.0,0.0,VOY-1898
V28614,TRK-87-XL ROAD 4,ROAD,0.0,0.0,VOY-9275
V28615,TRK-87-XL ROAD 5,ROAD,0.0,0.0,VOY-1148
V28616,TRK-31-UC ROAD 1,ROAD,0.0,0.0,VOY-3580
V28617,TRK-31-UC ROAD 2,ROAD,0.0,0.0,VOY-2099
V28618,TRK-31-UC ROAD 3,ROAD,0.0,0.0,VOY-5133
V28619,TRK-31-UC ROAD 4,ROAD,0.0,0.0,VOY-3428
V28620,TRK-31-UC ROAD 5,ROAD,0.0,0.0,VOY-2643
V28621,TRK-91-IU ROAD 1,ROAD,0.0,0.0,VOY-8531
V28622,TRK-91-IU ROAD 2,ROAD,0.0,0.0,VOY-9421
V28623,TRK-91-IU ROAD 3,ROAD,0.0,0.0,VOY-7627
V28624,TRK-91-IU ROAD 4,ROAD,0.0,0.0,VOY-1717
V28625,TRK-91-IU ROAD 5,ROAD,0.0,0.0,VOY-7272
V28626,TRK-76-IF ROAD 1,ROAD,0.0,0.0,VOY-7134
V28627,TRK-76-IF ROAD 2,ROAD,0.0,0.0,VOY-7464
V28628,TRK-76-IF ROAD 3,ROAD,0.0,0.0,VOY-5018
V28629,TRK-76-IF ROAD 4,ROAD,0.0,0.0,VOY-7938
V28630,TRK-76-IF ROAD 5,ROAD,0.0,0.0,VOY-6938
V28631,TRK-16-BW ROAD 1,ROAD,0.0,0.0,VOY-7520
V28632,TRK-16-BW ROAD 2,ROAD,0.0,0.0,VOY-2771
V28633,TRK-16-BW ROAD 3,ROAD,0.0,0.0,VOY-5105
V28634,TRK-16-BW ROAD 4,ROAD,0.0,0.0,VOY-9436
V28635,TRK-16-BW ROAD 5,ROAD,0.0,0.0,VOY-9979
V28636,TRK-42-RE ROAD 1,ROAD,0.0,0.0,VOY-1417
V28637,TRK-42-RE ROAD 2,ROAD,0.0,0.0,VOY-8965
V28638,TRK-42-RE ROAD 3,ROAD,0.0,0.0,VOY-8711
V28639,TRK-42-RE ROAD 4,ROAD,0.0,0.0,VOY-8056
V28640,TRK-42-RE ROAD 5,ROAD,0.0,0.0,VOY-1297
V28641,R-00129245 RAIL 1,RAIL,0.0,0.0,VOY-2315
V28642,R-00129245 RAIL 2,RAIL,0.0,0.0,VOY-8286
V28643,R-00129245 RAIL 3,RAIL,0.0,0.0,VOY-3141
V28644,R-00129245 RAIL 4,RAIL,0.0,0.0,VOY-6798
V28645,R-00129245 RAIL 5,RAIL,0.0,0.0,VOY-3464
V28646,TRK-50-ZE ROAD 1,ROAD,0.0,0.0,VOY-4608
V28647,TRK-50-ZE ROAD 2,ROAD,0.0,0.0,VOY-3987
V28648,TRK-50-ZE ROAD 3,ROAD,0.0,0.0,VOY-1725
V28649,TRK-50-ZE ROAD 4,ROAD,0.0,0.0,VOY-5555
V28650,TRK-50-ZE ROAD 5,ROAD,0.0,0.0,VOY-6905
V28651,TRK-98-QK ROAD 1,ROAD,0.0,0.0,VOY-1067
V28652,TRK-98-QK ROAD 2,ROAD,0.0,0.0,VOY-7758
V28653,TRK-98-QK ROAD 3,ROAD,0.0,0.0,VOY-1023
V28654,TRK-98-QK ROAD 4,ROAD,0.0,0.0,VOY-8319
V28655,TRK-98-QK ROAD 5,ROAD,0.0,0.0,VOY-6234
V28656,TRK-80-UG ROAD 1,ROAD,0.0,0.0,VOY-2176
V28657,TRK-80-UG ROAD 2,ROAD,0.0,0.0,VOY-9890
V28658,TRK-80-UG ROAD 3,ROAD,0.0,0.0,VOY-5586
V28659,TRK-80-UG ROAD 4,ROAD,0.0,0.0,VOY-8176
V28660,TRK-80-UG ROAD 5,ROAD,0.0,0.0,VOY-5891
V28661,TRK-17-KY ROAD 1,ROAD,0.0,0.0,VOY-5460
V28662,TRK-17-KY ROAD 2,ROAD,0.0,0.0,VOY-1267
V28663,TRK-17-KY ROAD 3,ROAD,0.0,0.0,VOY-1743
V28664,TRK-17-KY ROAD 4,ROAD,0.0,0.0,VOY-5711
V28665,TRK-17-KY ROAD 5,ROAD,0.0,0.0,VOY-6366
V28666,TRK-68-AB ROAD 1,ROAD,0.0,0.0,VOY-7695
V28667,TRK-68-AB ROAD 2,ROAD,0.0,0.0,VOY-4749
V28668,TRK-68-AB ROAD 3,ROAD,0.0,0.0,VOY-4283
V28669,TRK-68-AB ROAD 4,ROAD,0.0,0.0,VOY-1788
V28670,TRK-68-AB ROAD 5,ROAD,0.0,0.0,VOY-7331
V28671,TRK-13-IK ROAD 1,ROAD,0.0,0.0,VOY-6843
V28672,TRK-13-IK ROAD 2,ROAD,0.0,0.0,VOY-8272
V28673,TRK-13-IK ROAD 3,ROAD,0.0,0.0,VOY-3674
V28674,TRK-13-IK ROAD 4,ROAD,0.0,0.0,VOY-2091
V28675,TRK-13-IK ROAD 5,ROAD,0.0,0.0,VOY-2563
V28676,TRK-12-EI ROAD 1,ROAD,0.0,0.0,VOY-6113
V28677,TRK-12-EI ROAD 2,ROAD,0.0,0.0,VOY-8666
V28678,TRK-12-EI ROAD 3,ROAD,0.0,0.0,VOY-1711
V28679,TRK-12-EI ROAD 4,ROAD,0.0,0.0,VOY-6337
V28680,TRK-12-EI ROAD 5,ROAD,0.0,0.0,VOY-1207
V28681,TRK-21-NI ROAD 1,ROAD,0.0,0.0,VOY-9454
V28682,TRK-21-NI ROAD 2,ROAD,0.0,0.0,VOY-1593
V28683,TRK-21-NI ROAD 3,ROAD,0.0,0.0,VOY-2325
V28684,TRK-21-NI ROAD 4,ROAD,0.0,0.0,VOY-2948
V28685,TRK-21-NI ROAD 5,ROAD,0.0,0.0,VOY-6639
V28686,TRK-47-NJ ROAD 1,ROAD,0.0,0.0,VOY-5715
V28687,TRK-47-NJ ROAD 2,ROAD,0.0,0.0,VOY-5075
V28688,TRK-47-NJ ROAD 3,ROAD,0.0,0.0,VOY-6770
V28689,TRK-47-NJ ROAD 4,ROAD,0.0,0.0,VOY-6004
V28690,TRK-47-NJ ROAD 5,ROAD,0.0,0.0,VOY-4417
V28691,R-00182111 RAIL 1,RAIL,0.0,0.0,VOY-2892
V28692,R-00182111 RAIL 2,RAIL,0.0,0.0,VOY-8631
V28693,R-00182111 RAIL 3,RAIL,0.0,0.0,VOY-9486
V28694,R-00182111 RAIL 4,RAIL,0.0,0.0,VOY-8981
V28695,R-00182111 RAIL 5,RAIL,0.0,0.0,VOY-9329
V28696,TRK-50-HK ROAD 1,ROAD,0.0,0.0,VOY-2123
V28697,TRK-50-HK ROAD 2,ROAD,0.0,0.0,VOY-7953
V28698,TRK-50-HK ROAD 3,ROAD,0.0,0.0,VOY-5105
V28699,TRK-50-HK ROAD 4,ROAD,0.0,0.0,VOY-7957
V28700,TRK-50-HK ROAD 5,ROAD,0.0,0.0,VOY-2974
V28701,R-00182123 RAIL 1,RAIL,0.0,0.0,VOY-7920
V28702,R-00182123 RAIL 2,RAIL,0.0,0.0,VOY-1578
V28703,R-00182123 RAIL 3,RAIL,0.0,0.0,VOY-9349
V28704,R-00182123 RAIL 4,RAIL,0.0,0.0,VOY-9528
V28705,R-00182123 RAIL 5,RAIL,0.0,0.0,VOY-1929
V28706,TRK-62-TK ROAD 1,ROAD,0.0,0.0,VOY-5643
V28707,TRK-62-TK ROAD 2,ROAD,0.0,0.0,VOY-5910
V28708,TRK-62-TK ROAD 3,ROAD,0.0,0.0,VOY-8311
V28709,TRK-62-TK ROAD 4,ROAD,0.0,0.0,VOY-5308
V28710,TRK-62-TK ROAD 5,ROAD,0.0,0.0,VOY-1797
V28711,TRK-55-XV ROAD 1,ROAD,0.0,0.0,VOY-5861
V28712,TRK-55-XV ROAD 2,ROAD,0.0,0.0,VOY-8891
V28713,TRK-55-XV ROAD 3,ROAD,0.0,0.0,VOY-4150
V28714,TRK-55-XV ROAD 4,ROAD,0.0,0.0,VOY-4066
V28715,TRK-55-XV ROAD 5,ROAD,0.0,0.0,VOY-1112
V28716,R-00182531 RAIL 1,RAIL,0.0,0.0,VOY-9057
V28717,R-00182531 RAIL 2,RAIL,0.0,0.0,VOY-1930
V28718,R-00182531 RAIL 3,RAIL,0.0,0.0,VOY-6981
V28719,R-00182531 RAIL 4,RAIL,0.0,0.0,VOY-8432
V28720,R-00182531 RAIL 5,RAIL,0.0,0.0,VOY-6006
V28721,TRK-74-LA ROAD 1,ROAD,0.0,0.0,VOY-2125
V28722,TRK-74-LA ROAD 2,ROAD,0.0,0.0,VOY-1285
V28723,TRK-74-LA ROAD 3,ROAD,0.0,0.0,VOY-3814
V28724,TRK-74-LA ROAD 4,ROAD,0.0,0.0,VOY-5008
V28725,TRK-74-LA ROAD 5,ROAD,0.0,0.0,VOY-5623
V28726,TRK-59-MH ROAD 1,ROAD,0.0,0.0,VOY-2666
V28727,TRK-59-MH ROAD 2,ROAD,0.0,0.0,VOY-9114
V28728,TRK-59-MH ROAD 3,ROAD,0.0,0.0,VOY-8502
V28729,TRK-59-MH ROAD 4,ROAD,0.0,0.0,VOY-3267
V28730,TRK-59-MH ROAD 5,ROAD,0.0,0.0,VOY-1414
V28731,TRK-17-RJ ROAD 1,ROAD,0.0,0.0,VOY-4203
V28732,TRK-17-RJ ROAD 2,ROAD,0.0,0.0,VOY-4090
V28733,TRK-17-RJ ROAD 3,ROAD,0.0,0.0,VOY-9862
V28734,TRK-17-RJ ROAD 4,ROAD,0.0,0.0,VOY-9360
V28735,TRK-17-RJ ROAD 5,ROAD,0.0,0.0,VOY-1904
V28736,TRK-59-HL ROAD 1,ROAD,0.0,0.0,VOY-1656
V28737,TRK-59-HL ROAD 2,ROAD,0.0,0.0,VOY-7696
V28738,TRK-59-HL ROAD 3,ROAD,0.0,0.0,VOY-7741
V28739,TRK-59-HL ROAD 4,ROAD,0.0,0.0,VOY-2737
V28740,TRK-59-HL ROAD 5,ROAD,0.0,0.0,VOY-2233
V28741,R-00182906 RAIL 1,RAIL,0.0,0.0,VOY-8780
V28742,R-00182906 RAIL 2,RAIL,0.0,0.0,VOY-2644
V28743,R-00182906 RAIL 3,RAIL,0.0,0.0,VOY-4657
V28744,R-00182906 RAIL 4,RAIL,0.0,0.0,VOY-7115
V28745,R-00182906 RAIL 5,RAIL,0.0,0.0,VOY-6724
V28746,TRK-87-EQ ROAD 1,ROAD,0.0,0.0,VOY-8770
V28747,TRK-87-EQ ROAD 2,ROAD,0.0,0.0,VOY-8152
V28748,TRK-87-EQ ROAD 3,ROAD,0.0,0.0,VOY-1302
V28749,TRK-87-EQ ROAD 4,ROAD,0.0,0.0,VOY-3120
V28750,TRK-87-EQ ROAD 5,ROAD,0.0,0.0,VOY-4764
V28751,R-00183492 RAIL 1,RAIL,0.0,0.0,VOY-7174
V28752,R-00183492 RAIL 2,RAIL,0.0,0.0,VOY-2685
V28753,R-00183492 RAIL 3,RAIL,0.0,0.0,VOY-9983
V28754,R-00183492 RAIL 4,RAIL,0.0,0.0,VOY-6209
V28755,R-00183492 RAIL 5,RAIL,0.0,0.0,VOY-7267
V28756,TRK-45-KL ROAD 1,ROAD,0.0,0.0,VOY-9514
V28757,TRK-45-KL ROAD 2,ROAD,0.0,0.0,VOY-3752
V28758,TRK-45-KL ROAD 3,ROAD,0.0,0.0,VOY-8060
V28759,TRK-45-KL ROAD 4,ROAD,0.0,0.0,VOY-1218
V28760,TRK-45-KL ROAD 5,ROAD,0.0,0.0,VOY-8185
V28761,TRK-26-YI ROAD 1,ROAD,0.0,0.0,VOY-7382
V28762,TRK-26-YI ROAD 2,ROAD,0.0,0.0,VOY-6545
V28763,TRK-26-YI ROAD 3,ROAD,0.0,0.0,VOY-7521
V28764,TRK-26-YI ROAD 4,ROAD,0.0,0.0,VOY-4708
V28765,TRK-26-YI ROAD 5,ROAD,0.0,0.0,VOY-2074
V28766,R-00122819 RAIL 1,RAIL,0.0,0.0,VOY-2299
V28767,R-00122819 RAIL 2,RAIL,0.0,0.0,VOY-4213
V28768,R-00122819 RAIL 3,RAIL,0.0,0.0,VOY-5381
V28769,R-00122819 RAIL 4,RAIL,0.0,0.0,VOY-8243
V28770,R-00122819 RAIL 5,RAIL,0.0,0.0,VOY-5360
V28771,TRK-59-VR ROAD 1,ROAD,0.0,0.0,VOY-6756
V28772,TRK-59-VR ROAD 2,ROAD,0.0,0.0,VOY-3041
V28773,TRK-59-VR ROAD 3,ROAD,0.0,0.0,VOY-5571
V28774,TRK-59-VR ROAD 4,ROAD,0.0,0.0,VOY-1787
V28775,TRK-59-VR ROAD 5,ROAD,0.0,0.0,VOY-6072
V28776,TRK-46-OG ROAD 1,ROAD,0.0,0.0,VOY-8900
V28777,TRK-46-OG ROAD 2,ROAD,0.0,0.0,VOY-5907
V28778,TRK-46-OG ROAD 3,ROAD,0.0,0.0,VOY-5247
V28779,TRK-46-OG ROAD 4,ROAD,0.0,0.0,VOY-7074
V28780,TRK-46-OG ROAD 5,ROAD,0.0,0.0,VOY-3664
V28781,TRK-70-XS ROAD 1,ROAD,0.0,0.0,VOY-9507
V28782,TRK-70-XS ROAD 2,ROAD,0.0,0.0,VOY-3329
V28783,TRK-70-XS ROAD 3,ROAD,0.0,0.0,VOY-6302
V28784,TRK-70-XS ROAD 4,ROAD,0.0,0.0,VOY-2886
V28785,TRK-70-XS ROAD 5,ROAD,0.0,0.0,VOY-8884
V28786,R-00123601 RAIL 1,RAIL,0.0,0.0,VOY-4542
V28787,R-00123601 RAIL 2,RAIL,0.0,0.0,VOY-2483
V28788,R-00123601 RAIL 3,RAIL,0.0,0.0,VOY-2241
V28789,R-00123601 RAIL 4,RAIL,0.0,0.0,VOY-4204
V28790,R-00123601 RAIL 5,RAIL,0.0,0.0,VOY-2925
V28791,TRK-49-XV ROAD 1,ROAD,0.0,0.0,VOY-5599
V28792,TRK-49-XV ROAD 2,ROAD,0.0,0.0,VOY-7038
V28793,TRK-49-XV ROAD 3,ROAD,0.0,0.0,VOY-5026
V28794,TRK-49-XV ROAD 4,ROAD,0.0,0.0,VOY-6843
V28795,TRK-49-XV ROAD 5,ROAD,0.0,0.0,VOY-7844
V28796,TRK-84-GX ROAD 1,ROAD,0.0,0.0,VOY-7309
V28797,TRK-84-GX ROAD 2,ROAD,0.0,0.0,VOY-5024
V28798,TRK-84-GX ROAD 3,ROAD,0.0,0.0,VOY-4913
V28799,TRK-84-GX ROAD 4,ROAD,0.0,0.0,VOY-7888
V28800,TRK-84-GX ROAD 5,ROAD,0.0,0.0,VOY-8025
V28801,R-00123695 RAIL 1,RAIL,0.0,0.0,VOY-3814
V28802,R-00123695 RAIL 2,RAIL,0.0,0.0,VOY-3646
V28803,R-00123695 RAIL 3,RAIL,0.0,0.0,VOY-3228
V28804,R-00123695 RAIL 4,RAIL,0.0,0.0,VOY-5670
V28805,R-00123695 RAIL 5,RAIL,0.0,0.0,VOY-4394
V28806,TRK-44-NZ ROAD 1,ROAD,0.0,0.0,VOY-8734
V28807,TRK-44-NZ ROAD 2,ROAD,0.0,0.0,VOY-3485
V28808,TRK-44-NZ ROAD 3,ROAD,0.0,0.0,VOY-1122
V28809,TRK-44-NZ ROAD 4,ROAD,0.0,0.0,VOY-8467
V28810,TRK-44-NZ ROAD 5,ROAD,0.0,0.0,VOY-1769
V28811,TRK-59-JI ROAD 1,ROAD,0.0,0.0,VOY-9025
V28812,TRK-59-JI ROAD 2,ROAD,0.0,0.0,VOY-9024
V28813,TRK-59-JI ROAD 3,ROAD,0.0,0.0,VOY-1056
V28814,TRK-59-JI ROAD 4,ROAD,0.0,0.0,VOY-5254
V28815,TRK-59-JI ROAD 5,ROAD,0.0,0.0,VOY-4860
V28816,R-00124867 RAIL 1,RAIL,0.0,0.0,VOY-2158
V28817,R-00124867 RAIL 2,RAIL,0.0,0.0,VOY-5330
V28818,R-00124867 RAIL 3,RAIL,0.0,0.0,VOY-9116
V28819,R-00124867 RAIL 4,RAIL,0.0,0.0,VOY-4778
V28820,R-00124867 RAIL 5,RAIL,0.0,0.0,VOY-2273
V28821,TRK-28-PS ROAD 1,ROAD,0.0,0.0,VOY-6746
V28822,TRK-28-PS ROAD 2,ROAD,0.0,0.0,VOY-7786
V28823,TRK-28-PS ROAD 3,ROAD,0.0,0.0,VOY-8082
V28824,TRK-28-PS ROAD 4,ROAD,0.0,0.0,VOY-7949
V28825,TRK-28-PS ROAD 5,ROAD,0.0,0.0,VOY-2078
V28826,TRK-34-QW ROAD 1,ROAD,0.0,0.0,VOY-8627
V28827,TRK-34-QW ROAD 2,ROAD,0.0,0.0,VOY-2965
V28828,TRK-34-QW ROAD 3,ROAD,0.0,0.0,VOY-5685
V28829,TRK-34-QW ROAD 4,ROAD,0.0,0.0,VOY-9965
V28830,TRK-34-QW ROAD 5,ROAD,0.0,0.0,VOY-8525
V28831,R-00143434 RAIL 1,RAIL,0.0,0.0,VOY-7698
V28832,R-00143434 RAIL 2,RAIL,0.0,0.0,VOY-5922
V28833,R-00143434 RAIL 3,RAIL,0.0,0.0,VOY-7704
V28834,R-00143434 RAIL 4,RAIL,0.0,0.0,VOY-1053
V28835,R-00143434 RAIL 5,RAIL,0.0,0.0,VOY-3605
V28836,TRK-43-AH ROAD 1,ROAD,0.0,0.0,VOY-7781
V28837,TRK-43-AH ROAD 2,ROAD,0.0,0.0,VOY-1701
V28838,TRK-43-AH ROAD 3,ROAD,0.0,0.0,VOY-8712
V28839,TRK-43-AH ROAD 4,ROAD,0.0,0.0,VOY-5628
V28840,TRK-43-AH ROAD 5,ROAD,0.0,0.0,VOY-5571
V28841,TRK-4-JC ROAD 1,ROAD,0.0,0.0,VOY-3794
V28842,TRK-4-JC ROAD 2,ROAD,0.0,0.0,VOY-3631
V28843,TRK-4-JC ROAD 3,ROAD,0.0,0.0,VOY-6425
V28844,TRK-4-JC ROAD 4,ROAD,0.0,0.0,VOY-1169
V28845,TRK-4-JC ROAD 5,ROAD,0.0,0.0,VOY-9643
V28846,R-00144835 RAIL 1,RAIL,0.0,0.0,VOY-2443
V28847,R-00144835 RAIL 2,RAIL,0.0,0.0,VOY-5809
V28848,R-00144835 RAIL 3,RAIL,0.0,0.0,VOY-1096
V28849,R-00144835 RAIL 4,RAIL,0.0,0.0,VOY-3081
V28850,R-00144835 RAIL 5,RAIL,0.0,0.0,VOY-5727
V28851,TRK-97-PG ROAD 1,ROAD,0.0,0.0,VOY-7083
V28852,TRK-97-PG ROAD 2,ROAD,0.0,0.0,VOY-6990
V28853,TRK-97-PG ROAD 3,ROAD,0.0,0.0,VOY-5221
V28854,TRK-97-PG ROAD 4,ROAD,0.0,0.0,VOY-5531
V28855,TRK-97-PG ROAD 5,ROAD,0.0,0.0,VOY-5130
V28856,TRK-62-MU ROAD 1,ROAD,0.0,0.0,VOY-5227
V28857,TRK-62-MU ROAD 2,ROAD,0.0,0.0,VOY-2229
V28858,TRK-62-MU ROAD 3,ROAD,0.0,0.0,VOY-2067
V28859,TRK-62-MU ROAD 4,ROAD,0.0,0.0,VOY-9539
V28860,TRK-62-MU ROAD 5,ROAD,0.0,0.0,VOY-8621
V28861,TRK-11-NW ROAD 1,ROAD,0.0,0.0,VOY-6866
V28862,TRK-11-NW ROAD 2,ROAD,0.0,0.0,VOY-5775
V28863,TRK-11-NW ROAD 3,ROAD,0.0,0.0,VOY-4125
V28864,TRK-11-NW ROAD 4,ROAD,0.0,0.0,VOY-6669
V28865,TRK-11-NW ROAD 5,ROAD,0.0,0.0,VOY-8611
V28866,TRK-26-XA ROAD 1,ROAD,0.0,0.0,VOY-4718
V28867,TRK-26-XA ROAD 2,ROAD,0.0,0.0,VOY-9947
V28868,TRK-26-XA ROAD 3,ROAD,0.0,0.0,VOY-8698
V28869,TRK-26-XA ROAD 4,ROAD,0.0,0.0,VOY-6306
V28870,TRK-26-XA ROAD 5,ROAD,0.0,0.0,VOY-2532
V28871,TRK-41-YF ROAD 1,ROAD,0.0,0.0,VOY-3586
V28872,TRK-41-YF ROAD 2,ROAD,0.0,0.0,VOY-2497
V28873,TRK-41-YF ROAD 3,ROAD,0.0,0.0,VOY-2362
V28874,TRK-41-YF ROAD 4,ROAD,0.0,0.0,VOY-1466
V28875,TRK-41-YF ROAD 5,ROAD,0.0,0.0,VOY-4855
V28876,R-00197794 RAIL 1,RAIL,0.0,0.0,VOY-4598
V28877,R-00197794 RAIL 2,RAIL,0.0,0.0,VOY-9541
V28878,R-00197794 RAIL 3,RAIL,0.0,0.0,VOY-4048
V28879,R-00197794 RAIL 4,RAIL,0.0,0.0,VOY-8489
V28880,R-00197794 RAIL 5,RAIL,0.0,0.0,VOY-9073
V28881,TRK-91-MP ROAD 1,ROAD,0.0,0.0,VOY-8930
V28882,TRK-91-MP ROAD 2,ROAD,0.0,0.0,VOY-7069
V28883,TRK-91-MP ROAD 3,ROAD,0.0,0.0,VOY-5696
V28884,TRK-91-MP ROAD 4,ROAD,0.0,0.0,VOY-9340
V28885,TRK-91-MP ROAD 5,ROAD,0.0,0.0,VOY-8901
V28886,TRK-25-OU ROAD 1,ROAD,0.0,0.0,VOY-5364
V28887,TRK-25-OU ROAD 2,ROAD,0.0,0.0,VOY-7790
V28888,TRK-25-OU ROAD 3,ROAD,0.0,0.0,VOY-4289
V28889,TRK-25-OU ROAD 4,ROAD,0.0,0.0,VOY-5495
V28890,TRK-25-OU ROAD 5,ROAD,0.0,0.0,VOY-5905
V28891,TRK-91-NI ROAD 1,ROAD,0.0,0.0,VOY-8912
V28892,TRK-91-NI ROAD 2,ROAD,0.0,0.0,VOY-1745
V28893,TRK-91-NI ROAD 3,ROAD,0.0,0.0,VOY-4359
V28894,TRK-91-NI ROAD 4,ROAD,0.0,0.0,VOY-2729
V28895,TRK-91-NI ROAD 5,ROAD,0.0,0.0,VOY-8515
V28896,R-00198456 RAIL 1,RAIL,0.0,0.0,VOY-2726
V28897,R-00198456 RAIL 2,RAIL,0.0,0.0,VOY-7481
V28898,R-00198456 RAIL 3,RAIL,0.0,0.0,VOY-4228
V28899,R-00198456 RAIL 4,RAIL,0.0,0.0,VOY-2811
V28900,R-00198456 RAIL 5,RAIL,0.0,0.0,VOY-2072
V28901,TRK-78-GX ROAD 1,ROAD,0.0,0.0,VOY-3099
V28902,TRK-78-GX ROAD 2,ROAD,0.0,0.0,VOY-2489
